"Vote Type (FOR=1,AGAINST=2)","County","Candidate Name","Party","Office Name","Office District","Winner","Write-In?", LEGS 37B,LEGS 47,LEGS 02A,LEGS 45,LEGS 26,LEGS 08,LEGS 28,LEGS 03B,LEGS 13,LEGS 12B,LEGS 17,LEGS 34A,LEGS 04B,LEGS 07,LEGS 29B,LEGS 34B,LEGS 21,LEGS 04A,LEGS 18,LEGS 11,LEGS 38B,LEGS 16,LEGS 19,LEGS 22,LEGS 31,LEGS 44,LEGS 20,LEGS 23A,LEGS 02C,LEGS 09B,LEGS 36,LEGS 03A,LEGS 09A,LEGS 39,LEGS 32,LEGS 43,LEGS 10,LEGS 25,LEGS 42,LEGS 29A,LEGS 12A,LEGS 14,LEGS 15,LEGS 46,LEGS 27B,LEGS 29C,LEGS 35A,LEGS 01B,LEGS 37A,LEGS 01A,LEGS 40,LEGS 41,LEGS 24,LEGS 06,LEGS 35B,LEGS 01C,LEGS 05A,LEGS 33A,LEGS 30,LEGS 33B,LEGS 27A,LEGS 05B,LEGS 38A,LEGS 23B,LEGS 02B
1,02,"Judith L. Duckett",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,2627,,,,,,,,21640,,,,,,,,,,17877,,,,,,,,,,,,,,,,,,,,,,,18311,23828,9529,,,,,
1,02,"Nancy C. Phelps",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,2706,,,,,,,,21946,,,,,,,,,,17991,,,,,,,,,,,,,,,,,,,,,,,18011,22683,8822,,,,,
1,02,"Gordon H. Witherspoon",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,2133,,,,,,,,18609,,,,,,,,,,15172,,,,,,,,,,,,,,,,,,,,,,,15645,19903,8099,,,,,
1,02,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,,,,,,,,,42,,,,,,,,109,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,94,139,53,,,,,
1,03,"Ramona Moore Baker",DEM,Judge Orphans Court,,Y,,,,,15848,,,,,,,,,,,,,,,,,,,,,,11596,,,,,,,,,,17075,,,,,,,,12445,,,,,,,14097,17025,,,,,,,,,,,,,
1,03,"Joyce M. Baylor-Thompson",DEM,Judge Orphans Court,,Y,,,,,16190,,,,,,,,,,,,,,,,,,,,,,11842,,,,,,,,,,17390,,,,,,,,12905,,,,,,,14330,17305,,,,,,,,,,,,,
1,03,"Lewyn Scott Garrett",DEM,Judge Orphans Court,,Y,,,,,14245,,,,,,,,,,,,,,,,,,,,,,10223,,,,,,,,,,15642,,,,,,,,11765,,,,,,,12710,15603,,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,104,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,95,,,,,,,,111,,,,,,,98,166,,,,,,,,,,,,,
1,04,"Colleen A. Cavanaugh",DEM,Judge Orphans Court,,Y,,,,,,,16715,,,,,,,,10890,,,,,,24324,,,,,,,,,,,,,,,,,24591,,17108,,8040,,,,,,,,,,,,,12999,,,,,,,,5762,,,
1,04,"William R. Bill Evans",DEM,Judge Orphans Court,,Y,,,,,,,14176,,,,,,,,8927,,,,,,21432,,,,,,,,,,,,,,,,,22004,,14804,,6442,,,,,,,,,,,,,10976,,,,,,,,4624,,,
1,04,"Theresa A. Lawler",DEM,Judge Orphans Court,,Y,,,,,,,14992,,,,,,,,9459,,,,,,22525,,,,,,,,,,,,,,,,,22664,,15817,,7293,,,,,,,,,,,,,11032,,,,,,,,5185,,,
1,04,"Fred Fleischmann",REP,Judge Orphans Court,,,,,,,,,15050,,,,,,,,13540,,,,,,12872,,,,,,,,,,,,,,,,,4178,,14891,,7388,,,,,,,,,,,,,10483,,,,,,,,9683,,,
1,04,"Jane Roger",REP,Judge Orphans Court,,,,,,,,,15719,,,,,,,,14375,,,,,,12865,,,,,,,,,,,,,,,,,4456,,15285,,7989,,,,,,,,,,,,,11317,,,,,,,,10315,,,
1,04,"Ivan J. Shutinya",REP,Judge Orphans Court,,,,,,,,,13082,,,,,,,,12171,,,,,,10925,,,,,,,,,,,,,,,,,3501,,13395,,6486,,,,,,,,,,,,,8741,,,,,,,,8764,,,
1,04,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,52,,,,,,,,24,,,,,,33,,,,,,,,,,,,,,,,,28,,49,,32,,,,,,,,,,,,,24,,,,,,,,23,,,
1,05,"Jessie Jo Bowen",DEM,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6482,4334,,,,,,,,,,,,,,,2054,,,,
1,05,"Barbara Bowen Elliott",DEM,Judge Orphans Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6087,4203,,,,,,,,,,,,,,,1965,,,,
1,05,"Thomas Michael Pelagatti",DEM,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6190,4638,,,,,,,,,,,,,,,1953,,,,
1,05,"Leslie Downs",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6822,5071,,,,,,,,,,,,,,,2579,,,,
1,05,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,53,,,,,,,,,,,,,,,14,,,,
1,06,"Beverly S. Blades",DEM,Judge Orphans Court,,Y,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Beverly Hignutt",DEM,Judge Orphans Court,,,,1326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Mary Lou Parsons",DEM,Judge Orphans Court,,,,1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Francis A. Callahan, Jr.",REP,Judge Orphans Court,,Y,,2501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Robert Taylor",REP,Judge Orphans Court,,Y,,2430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Phillip R. Miller",DEM,Judge Orphans Court,,,,,,,,,,,,,,,,3289,,,,,,,,,,,,,,,,,4607,,,,,,,,,,,,,,,,,,,,,,,,,,,7813,,,,,,,,
1,07,"Ron Brewer",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,7503,,,,,,,,,,,,,,,,,9031,,,,,,,,,,,,,,,,,,,,,,,,,,,16885,,,,,,,,
1,07,"Cathy Reese",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,7782,,,,,,,,,,,,,,,,,9926,,,,,,,,,,,,,,,,,,,,,,,,,,,17376,,,,,,,,
1,07,"Dorothy V. Utz",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,7804,,,,,,,,,,,,,,,,,9446,,,,,,,,,,,,,,,,,,,,,,,,,,,17439,,,,,,,,
1,07,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,
1,08,"Jack Beaston",DEM,Judge Orphans Court,,,,,,,,,,,,,,,119,,,,3646,,,,,,,,,,,,,,,4732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"W. Edwin Cole, Jr.",DEM,Judge Orphans Court,,Y,,,,,,,,,,,,,146,,,,4580,,,,,,,,,,,,,,,4748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Herbert W. Welch",DEM,Judge Orphans Court,,,,,,,,,,,,,,,128,,,,3840,,,,,,,,,,,,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Carolyn L. Crouch",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,200,,,,7658,,,,,,,,,,,,,,,6380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Vincent Pantalone",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,168,,,,5736,,,,,,,,,,,,,,,4822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,,,,1,,,,30,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"J. Lorraine Berry",DEM,Judge Orphans Court,,Y,,,,,,,,20699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Warren A. Bowie",DEM,Judge Orphans Court,,Y,,,,,,,,21348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Frank H. Lancaster",DEM,Judge Orphans Court,,Y,,,,,,,,18913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Darlene Breck",REP,Judge Orphans Court,,,,,,,,,,11966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Justin Damon Rau",REP,Judge Orphans Court,,,,,,,,,,9347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Kevin B. Wedding",REP,Judge Orphans Court,,,,,,,,,,15102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Beverly Ann Hampton",REP,Judge Orphans Court,,,Y,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Maggi Hays",DEM,Judge Orphans Court,,,,,,,,,,,5487,,,,,590,,,,,7120,,,,,,,,,,,,,,9379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Ted Jensen",DEM,Judge Orphans Court,,,,,,,,,,,4796,,,,,512,,,,,6172,,,,,,,,,,,,,,8252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Rosemary A. McDermott",DEM,Judge Orphans Court,,,,,,,,,,,5582,,,,,613,,,,,8317,,,,,,,,,,,,,,9504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Mike Cady",REP,Judge Orphans Court,,Y,,,,,,,,,7615,,,,,1179,,,,,14239,,,,,,,,,,,,,,9170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Cleopatra Campbell",REP,Judge Orphans Court,,Y,,,,,,,,,7734,,,,,1142,,,,,14121,,,,,,,,,,,,,,9587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Adrian McC. Remsberg",REP,Judge Orphans Court,,Y,,,,,,,,,7393,,,,,1147,,,,,13861,,,,,,,,,,,,,,8764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,30,,,,,1,,,,,39,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,"Everett B. Deberry",DEM,Judge Orphans Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2271,,,,,,,,,,,,,,,
1,12,"Clifford C. DeWitt",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5758,,,,,,,,,,,,,,,
1,12,"James F. Margroff",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5155,,,,,,,,,,,,,,,
1,12,"Wayne Wilt",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4928,,,,,,,,,,,,,,,
1,12,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,
1,14,"Anne Dodd",DEM,Judge Orphans Court,,Y,,,,,,,,,,19800,6626,,,,,,,,,,,,,,,,,,,,,,,11376,,,,,,,,2262,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Sherae M. McNeal",DEM,Judge Orphans Court,,Y,,,,,,,,,,18457,6123,,,,,,,,,,,,,,,,,,,,,,,10054,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Leslie Smith Turner",DEM,Judge Orphans Court,,Y,,,,,,,,,,19234,6254,,,,,,,,,,,,,,,,,,,,,,,10376,,,,,,,,2108,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Charles M. Coles, Jr.",REP,Judge Orphans Court,,,,,,,,,,,,12366,3038,,,,,,,,,,,,,,,,,,,,,,,15022,,,,,,,,2081,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Michael P. Frampton",REP,Judge Orphans Court,,,,,,,,,,,,12550,3142,,,,,,,,,,,,,,,,,,,,,,,14725,,,,,,,,2128,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Joyce Pope",REP,Judge Orphans Court,,,,,,,,,,,,13919,3430,,,,,,,,,,,,,,,,,,,,,,,15585,,,,,,,,2291,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,57,20,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Willliam I. Blake",DEM,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Elroy G. Boyer, Jr.",DEM,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Harry T. Williams",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,"Wendy A. Cartwright",DEM,Judge Orphans Court,,Y,,,11581,,,20615,,,,,,,,,,,,12008,,,,,,,14703,,,,14050,,,,,,,,,,21518,,,,,,,,,,,,,,,18497,,,,,,,,17703,,,8955,
1,17,"Athena Malloy Groves",DEM,Judge Orphans Court,,Y,,,10499,,,18781,,,,,,,,,,,,11404,,,,,,,13683,,,,13004,,,,,,,,,,19530,,,,,,,,,,,,,,,16737,,,,,,,,16375,,,8286,
1,17,"Vicky L. Ivory-Orem",DEM,Judge Orphans Court,,Y,,,10507,,,18401,,,,,,,,,,,,11196,,,,,,,13593,,,,12778,,,,,,,,,,19038,,,,,,,,,,,,,,,16506,,,,,,,,15929,,,8048,
1,17,"JoAnn Y. Fisher",REP,Judge Orphans Court,,,,,1664,,,2669,,,,,,,,,,,,4446,,,,,,,3652,,,,5268,,,,,,,,,,2335,,,,,,,,,,,,,,,1646,,,,,,,,3317,,,1807,
1,17,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,21,,,28,,,,,,,,,,,,47,,,,,,,68,,,,65,,,,,,,,,,22,,,,,,,,,,,,,,,21,,,,,,,,44,,,17,
1,18,"Jeffrie Zellmer",DEM,Judge Orphans Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Kimberly Jean Cascia",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Joseph V. DiPietro",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"George M. O'Donnell",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Penelope P.A. Keating",REP,Judge Orphans Court,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,"Linda R. Dean",DEM,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,6865,,,,,,,,,,,,,,,,,,,,,,,,,5847,,,,,,1377,,,,,,,,,,,,,,,,,,,
1,19,"Jenks Mattingly",DEM,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,6394,,,,,,,,,,,,,,,,,,,,,,,,,6011,,,,,,1434,,,,,,,,,,,,,,,,,,,
1,19,"Dalton Wood, Jr.",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,8123,,,,,,,,,,,,,,,,,,,,,,,,,7636,,,,,,1991,,,,,,,,,,,,,,,,,,,
1,19,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,19,,,,,,,,,,,,,,,,,,,
1,20,"Ken Ballard",DEM,Judge Orphans Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,,
1,20,"Donald L. Howard",DEM,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3041,,
1,20,"Betsy Simpkins Schrock",DEM,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3271,,
1,20,"John R. Somers",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3697,,
1,20,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,
1,21,"Ronald L. Frampton",DEM,Judge Orphans Court,,,,4479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Carville Don Duncan",REP,Judge Orphans Court,,Y,,5997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Will Howard",REP,Judge Orphans Court,,Y,,6746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Don James",REP,Judge Orphans Court,,Y,,5961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,"Brent E. Taylor",DEM,Judge Orphans Court,,,,,,4527,,,,,210,,,,,,,,,,,,,,,,,,,,,3330,,,,,,,,,,,,,,,,,,,,,,,,,,,1135,,,,,,,,,4043
1,22,"Robert Adair",REP,Judge Orphans Court,,Y,,,,6852,,,,,276,,,,,,,,,,,,,,,,,,,,,3632,,,,,,,,,,,,,,,,,,,,,,,,,,,2237,,,,,,,,,5855
1,22,"Frank E. Novinger",REP,Judge Orphans Court,,Y,,,,6713,,,,,283,,,,,,,,,,,,,,,,,,,,,3505,,,,,,,,,,,,,,,,,,,,,,,,,,,2122,,,,,,,,,5750
1,22,"John M. Shriver",REP,Judge Orphans Court,,Y,,,,7838,,,,,320,,,,,,,,,,,,,,,,,,,,,4165,,,,,,,,,,,,,,,,,,,,,,,,,,,2561,,,,,,,,,6849
1,22,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,10,,,,,1,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,13
1,23,"Norma Lee Barkley",DEM,Judge Orphans Court,,Y,,1349,,,,,,,,,,,,,,,,,,,,3851,,,,,,,,,,,,,,,,,,,,,,,,,,,,3658,,,,,,,,,,,,,,2138,,
1,23,"Melissa Pollitt Bright",DEM,Judge Orphans Court,,Y,,1440,,,,,,,,,,,,,,,,,,,,3940,,,,,,,,,,,,,,,,,,,,,,,,,,,,3146,,,,,,,,,,,,,,2338,,
1,23,"Peter D. Pete Evans",DEM,Judge Orphans Court,,,,1245,,,,,,,,,,,,,,,,,,,,3484,,,,,,,,,,,,,,,,,,,,,,,,,,,,2825,,,,,,,,,,,,,,1997,,
1,23,"William J. Smith, Jr.",REP,Judge Orphans Court,,Y,,2107,,,,,,,,,,,,,,,,,,,,5149,,,,,,,,,,,,,,,,,,,,,,,,,,,,2648,,,,,,,,,,,,,,2936,,
1,23,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,5,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,15,,
1,24,"Bill Shockley",DEM,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,9527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Dale Smack",DEM,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,8329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Linda M. Hess",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,10586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,"George Robert Ames, Jr.",DEM,Judge Orphans Court,001,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1857,,,,,,,,,,,,,,,,
1,10,"Other Write-Ins",BOT,Judge Orphans Court,001,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,
1,10,"Carolyn I. Todd",DEM,Judge Orphans Court,002,Y,,4628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,"Calvin Travers",DEM,Judge Orphans Court,002,Y,,4293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,"Other Write-Ins",BOT,Judge Orphans Court,002,,Y,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,01,"Craig Robertson",REP,Sheriff,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9206,,2304,,,,,,4973,,,,,,,,,
1,01,"Don Raley",REP,Sheriff,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,11,,,,,,46,,,,,,,,,
1,01,"Other Write-Ins",BOT,Sheriff,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,5,,,,,,25,,,,,,,,,
1,02,"Ron Bateman",DEM,Sheriff,,Y,,,,,,,,,,,,,,,,,,3750,,,,,,,,19459,,,,,,,,,,19635,,,,,,,,,,,,,,,,,,,,,,,15470,22388,6907,,,,,
1,02,"Patrick Jameson",REP,Sheriff,,,,,,,,,,,,,,,,,,,,1840,,,,,,,,14710,,,,,,,,,,12403,,,,,,,,,,,,,,,,,,,,,,,13368,15890,7328,,,,,
1,02,"Other Write-Ins",BOT,Sheriff,,,Y,,,,,,,,,,,,,,,,,7,,,,,,,,27,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,26,36,10,,,,,
1,03,"John W. Anderson",DEM,Sheriff,,Y,,,,,16415,,,,,,,,,,,,,,,,,,,,,,12515,,,,,,,,,,18373,,,,,,,,12131,,,,,,,15244,17555,,,,,,,,,,,,,
1,03,"David Anthony Wiggins",REP,Sheriff,,,,,,,2899,,,,,,,,,,,,,,,,,,,,,,1841,,,,,,,,,,3047,,,,,,,,6136,,,,,,,2451,3512,,,,,,,,,,,,,
1,03,"Frances Jean Hamilton",UNF,Sheriff,,,Y,,,,803,,,,,,,,,,,,,,,,,,,,,,358,,,,,,,,,,311,,,,,,,,177,,,,,,,451,712,,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,Sheriff,,,Y,,,,115,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,70,,,,,,,,48,,,,,,,101,132,,,,,,,,,,,,,
1,04,"R. Jay Fisher",DEM,Sheriff,,Y,,,,,,,16344,,,,,,,,10658,,,,,,25120,,,,,,,,,,,,,,,,,26311,,17001,,7812,,,,,,,,,,,,,12638,,,,,,,,5692,,,
1,04,"Raymond C. Boccelli",REP,Sheriff,,,,,,,,,17074,,,,,,,,15259,,,,,,13276,,,,,,,,,,,,,,,,,4508,,16002,,8633,,,,,,,,,,,,,11848,,,,,,,,10981,,,
1,04,"Other Write-Ins",BOT,Sheriff,,,Y,,,,,,52,,,,,,,,29,,,,,,42,,,,,,,,,,,,,,,,,53,,49,,23,,,,,,,,,,,,,26,,,,,,,,16,,,
1,05,"Don Brenneman",DEM,Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5050,3417,,,,,,,,,,,,,,,1568,,,,
1,05,"Mike Evans",REP,Sheriff,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7644,5784,,,,,,,,,,,,,,,2738,,,,
1,05,"Other Write-Ins",BOT,Sheriff,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,16,,,,,,,,,,,,,,,8,,,,
1,06,"Randy Bounds",DEM,Sheriff,,Y,,2535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
